mark,title,price,price_adjusted,link,addr,社區,車位費,管理費,poster,養寵物,提供設備,格局,坪數,樓層,型態,id,fetched,desc,連絡電話,性別要求,城市,屋主自行刊登
,捷運三井旁全室傢俱裝潢三房車雙衛浴皆開窗,32000,35000,https://rent.591.com.tw/rent-detail-12375686.html,林口區文化三路一段,遠雄未來城,,"3,000元/月",仲介: 劉先生 (收服務費),No,"冰箱, 冷氣, 熱水器, 床, 衣櫃, 天然瓦斯, 沙發, 桌椅, 2陽台, 電梯, 平面車位",3房2廳2衛,30坪,10F/19F,電梯大樓,12375686,2022-04-25,"專任出租  唯一窗口 近捷運 三井OUTLET旁前後大陽台  正三房  雙衛浴皆開窗  格局方正 室內含陽台空間約30坪採光明亮  通風舒適  居家好愜意全室傢俱冷氣皆附 居家收納空間多 社區稀有釋出  車位超漂亮，電梯出口正旁邊大車位社區頂級公設  室內溫水泳池 健身房 電影院 乒乓球撞球場 泡湯區....
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構。
本房屋近林口A9捷運站。",0928-184-096,男女皆可,Taipei,no
,永和樂華商圈旁黃金店面出租,35000,35000,https://rent.591.com.tw/rent-detail-12463515.html,永和區中山路一段,,,無,代理人: 林先生,,,開放式格局,20坪,1F/5F,公寓,12463515,2022-04-25,"黃金賺錢金店面~想賺錢開店首選永和中山路一段上~樂華商圈旁步行至捷運頂溪站約8分鐘面寬3米，有地下室可利用樓層挑高、格局方正歡迎想開店來電預約看屋洽談謝絕八大⋯
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近中正路公車站、頂溪捷運站。",0973-085-268,,Taipei,no
,黃金店面出租樂華商圈旁,35000,35000,https://rent.591.com.tw/rent-detail-12463525.html,永和區中山路一段,,,無,代理人: 林先生,,,開放式格局,20坪,1F/5F,公寓,12463525,2022-04-25,"黃金賺錢金店面~想賺錢開店首選永和中山路一段上~樂華商圈旁步行至捷運頂溪站約8分鐘面寬3米多，有地下室可利用樓層挑高、格局方正歡迎各行各業⋯謝絕八大請來電預約看屋洽談
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近中正路公車站、中山路一段公車站、頂溪捷運站。",0973-085-268,,Taipei,no
,捷運華夏雅緻套房(包網路、第四台、水費),5800,5800,https://rent.591.com.tw/rent-detail-12465923.html,中和區華新街143巷,,,,屋主: 王先生 (仲介勿擾),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 桌椅, 陽台",獨立套房,5坪,頂層加蓋/5F,公寓,12465923,2022-04-25,"住戶單純各自獨立套房雅致大露臺乾淨整潔，景觀視野好、免水費、瓦斯費、第四台費，家具(可放雙人床、衣櫃、書桌、分離式冷氣、平面電視、冰箱、洗衣機等，另有光纖寬頻網路，設備齊全若有其他設備需求可再議)水電一應具全獨立電表:NT$4.8元/度(夏季6~8月5.8元)、獨立衛浴，近學校、近車站/捷運站(捷運接駁公車免費的就在樓下街口)、UBike(華夏科大站)、近市場/超市、近公園綠地環境安全，附近小吃、便利店眾多下樓就是OK超商和全聯超市，步行3~5分鐘內有7-11、全家，吃喝免煩惱，頂加精美獨立套房，室內隔間面積為5坪，租金$6800，華夏科技大學旁2分鐘、學生優待，生活機能方便，歡迎洽0918-177066 王先生看房*房屋皆符合華夏科技大學校外租屋安全評核，具有照明設備、逃生出口、滅火器、煙霧偵測器..等安全防護設備。*保證無頂樓加蓋的缺點(如太熱、下雨大聲、隔音不好‧‧等缺點)。*免費部分－水費‧光纖寬頻網路‧有線電視*家電齊全－平面電視、 飲水機 、 冰箱 、 洗衣機、 分離式冷氣，設備齊全若有其他設備需求另議嚴格篩選房客品質，看屋請帶名片或學生證並同意遵守各項規定方可承租。【拒絕！不愛乾淨與不會珍惜物品者---勿洽】 因為這裡只限租給【愛乾淨】的人喔！ 絕對謝絕【不愛乾淨的人】，切勿浪費彼此的時間--拜託！拜託！感謝！感恩喔！ ◎ 不能烹煮(可用電磁爐水煮)及不能飼養寵物。 居家生活一應俱全～～～～～～～～～～～～～～～～～免費提供 光纖寬頻網路，讓您輕鬆飆網-暢遊無遠弗屆的網路世界！租金含第4台.網路費.水費.公用電費、各人電費採獨立電錶計價方式.租金說明：～以下方案擇一選擇～方案 1.租約一年一約 首年租金6800 元/月  次年續約 6500 元/月方案 2.租約定，並預付一年 7.8萬  (6500元/月)方案 3.華夏學生優待可半年繳 3.6 萬 年繳7.2 萬價錢誠可再議~
附近有便利商店、傳統市場、公園綠地、學校、醫療機構、夜市。
本房屋近華夏技術學院公車站、捷運接駁車路、南勢角捷運站。",0918-177-066,男女皆可,Taipei,yes
,南勢角興南夜市11巷一樓店面,25500,25500,https://rent.591.com.tw/rent-detail-12457188.html,中和區信義街11巷,,,無,代理人: 簡先生,No,,1房1廳1衛,12坪,1F/4F,透天厝,12457188,2022-04-25,一樓店面出租，租金不含政府稅費。（看屋約中和區信義街11巷口會合）【注意事項】無收取仲介費，無收取其他額外費用，無裝潢寬限期，現況點交使用。【興南夜市】位處觀光夜市商圈，人潮客群熱鬧。【南勢角捷運站2分鐘】南勢角捷運站4號出口170公尺，走路2分鐘。多線公車站牌。【格局方正】格局方正，含室內廁所。【使用空間大】後巷空間便利使用。【裝潢明亮】拋光石英磚、燈光明亮。,0920-116-045,男女皆可,Taipei,no
,菜寮捷運優值大套房~天然瓦斯~拎包可住,7000,7000,https://rent.591.com.tw/rent-detail-12470858.html,三重區過圳街98號,,,無,仲介: 王先生 (收服務費),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 天然瓦斯, 桌椅",獨立套房,7坪,4F/5F,公寓,12470858,2022-04-25,※ 限 定 年 齡 層 為 5 0 歲 以 內 者 ※※室內空間大、地板全新貼皮、配備齊全※※ 請直接來電請別來留言留言將無法一一回覆※註:   若  遲  到  達  5  分  鐘  視  放  棄註:  若  延  後  提  前  半  小  時  告  知註:  成 交 收 取 半 個 月 仲 介 服 務 費來電請主動說明『貴姓』『工作類別』『預約時間』租金包含:水費、網路、第四台(每月至少省1500元)以上!!電費計算:獨立電表，電費以每度六元計算，一段式不調整瓦斯計算:提供天然瓦斯(每月另收200元/人)冬天免等熱水共用電費分攤:每房30元/每月、垃圾無收清潔費需自行處裡走廊裝設監視設備，為增加住戶安全(房間嚴禁吸菸)註:   若  遲  到  達  5  分  鐘  視  放  棄註:  若  延  後  提  前  半  小  時  告  知註:  成 交 收 取 半 個 月 仲 介 服 務 費,0975-671-076,男女皆可,Taipei,no
,高樓景觀三房.有陽台浴缸.,36500,36500,https://rent.591.com.tw/rent-detail-12451627.html,三重區中正南路,重新路四段.新興路,,,仲介: 張先生 (收服務費),No,"冰箱, 冷氣, 熱水器, 衣櫃, 天然瓦斯, 1陽台, 電梯",3房2廳2衛,35坪,27F/36F,電梯大樓,12451627,2022-04-25,"帶看免費，簽約成交收取半個月租金作為服務費（壹次性費用）看屋請來電預約時間因忙碌中沒有接到您的電話，請傳簡訊告知物件標題及租金金額，我會盡快與您聯繫請勿使用591系統問答，因無法即時收到通知經紀人: 蘇俊吉 102年新北經字第002714號社區管理費有時會調整  以簽約當下社區公告管理費為主☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆
附近有便利商店、傳統市場、公園綠地、學校、醫療機構。
本房屋近菜寮捷運站、台北火車站。",0966-173-458,男女皆可,Taipei,no
,捷運中和站【超值租案】雙面採光★全新裝潢,8999,8999,https://rent.591.com.tw/rent-detail-12480150.html,中和區中山路二段,,,無,仲介: 薛小姐 (收服務費),No,"冰箱, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 沙發, 桌子",獨立套房,6坪,5F/5F,公寓,12480150,2022-04-25,"【歡迎預約看屋】薛小姐0972-312-870→未接請先傳簡訊，謝謝!!LINE ID：【@GORENT】加LINE請務必留下｜1. 案件圖片或網址｜｜2. 您的手機及稱呼｜｜3. 租屋的相關條件｜-好屋要把握，搶先入住，錯過不在！免費帶看、諮詢，成交將收取1/2服務費-《透過專業仲介誠信交易，安全有保障，杜絕惡房東、惡房客》───────────────────────────────────────────────【租屋流程,就這麼簡單】Step(1) → 來電提前預約賞屋Step(2) → 帶看房屋, 如有意承租Step(3) → 現場確認好各項條件Step(4) → 收取租屋訂金Step(5) → 訂定簽約日期★ ★ ★  圓 滿 成 交  ★ ★ ★───────────────────────────────────────────────【格瑞租屋－貼心用心，讓您放心】★ 擁有至少萬筆以上租賃經驗★ 企業化經營，非跑單業務無保障★ 杜絕惡房東、惡房客；安全有保障★ 透過專業租賃服務；快速配對合適房屋★ 免費帶看諮詢，成交後收取服務費(僅收一次)───────────────────────────────────────────────【格瑞資產管理顧問有限公司】姜瑞霞   (93)北縣字第 001031 號-本公司為專業不動產物業管理團隊用誠懇及貼心的方式解決顧客問題保障不動產交易安全及售後之服務秉持「專業、積極、誠懇、貼心」經營理念已獲得了許多位客戶的支持與信賴提供積極的服務與專業態度給客戶是多數企業指名配合的優質仲介團隊。
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近中和捷運站。",0972-312-870,男女皆可,Taipei,no
,高樓景觀三房.有陽台浴缸.,36500,36500,https://rent.591.com.tw/rent-detail-12451627.html,三重區中正南路,重新路四段.新興路,,,仲介: 張先生 (收服務費),No,"冰箱, 冷氣, 熱水器, 衣櫃, 天然瓦斯, 1陽台, 電梯",3房2廳2衛,35坪,27F/36F,電梯大樓,12451627,2022-04-25,"帶看免費，簽約成交收取半個月租金作為服務費（壹次性費用）看屋請來電預約時間因忙碌中沒有接到您的電話，請傳簡訊告知物件標題及租金金額，我會盡快與您聯繫請勿使用591系統問答，因無法即時收到通知經紀人: 蘇俊吉 102年新北經字第002714號社區管理費有時會調整  以簽約當下社區公告管理費為主☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆☆
附近有便利商店、傳統市場、公園綠地、學校、醫療機構。
本房屋近菜寮捷運站、台北火車站。",0966-173-458,男女皆可,Taipei,no
,捷運中和站【超值租案】雙面採光★全新裝潢,8999,8999,https://rent.591.com.tw/rent-detail-12480150.html,中和區中山路二段,,,無,仲介: 薛小姐 (收服務費),No,"冰箱, 電視, 冷氣, 熱水器, 床, 衣櫃, 第四台, 網路, 沙發, 桌子",獨立套房,6坪,5F/5F,公寓,12480150,2022-04-25,"【歡迎預約看屋】薛小姐0972-312-870→未接請先傳簡訊，謝謝!!LINE ID：【@GORENT】加LINE請務必留下｜1. 案件圖片或網址｜｜2. 您的手機及稱呼｜｜3. 租屋的相關條件｜-好屋要把握，搶先入住，錯過不在！免費帶看、諮詢，成交將收取1/2服務費-《透過專業仲介誠信交易，安全有保障，杜絕惡房東、惡房客》───────────────────────────────────────────────【租屋流程,就這麼簡單】Step(1) → 來電提前預約賞屋Step(2) → 帶看房屋, 如有意承租Step(3) → 現場確認好各項條件Step(4) → 收取租屋訂金Step(5) → 訂定簽約日期★ ★ ★  圓 滿 成 交  ★ ★ ★───────────────────────────────────────────────【格瑞租屋－貼心用心，讓您放心】★ 擁有至少萬筆以上租賃經驗★ 企業化經營，非跑單業務無保障★ 杜絕惡房東、惡房客；安全有保障★ 透過專業租賃服務；快速配對合適房屋★ 免費帶看諮詢，成交後收取服務費(僅收一次)───────────────────────────────────────────────【格瑞資產管理顧問有限公司】姜瑞霞   (93)北縣字第 001031 號-本公司為專業不動產物業管理團隊用誠懇及貼心的方式解決顧客問題保障不動產交易安全及售後之服務秉持「專業、積極、誠懇、貼心」經營理念已獲得了許多位客戶的支持與信賴提供積極的服務與專業態度給客戶是多數企業指名配合的優質仲介團隊。
附近有便利商店、傳統市場、百貨公司、公園綠地、學校、醫療機構、夜市。
本房屋近中和捷運站。",0972-312-870,男女皆可,Taipei,no
,新埔捷運連通宅新巨蛋~新巨蛋套房指名率高,25000,25900,https://rent.591.com.tw/rent-detail-12429187.html,板橋區文化路一段360號,新巨蛋近莒光路莊敬路民生路,,900元/月,仲介: 劉先生 (收服務費),No,"冰箱, 洗衣機, 電視, 冷氣, 熱水器, 床, 衣櫃, 沙發, 桌椅, 電梯",獨立套房,12.85坪,22F/40F,電梯大樓,12429187,2022-04-25,"歡迎來電預約看屋0919-394-750   劉阿吉租售新巨蛋 請找阿吉歡迎來電委託租售==================================新巨蛋     板橋指標建築      鋼骨制震宅登記約12.85坪      屋況佳     採光明亮指名率高的優質社區      附家具家電全天候物業保全    交通便捷----------------------------------------------捷運新埔站4號出口到站即到家雙北聯通交通超便利樓下有全聯福利中心     石二鍋     特力屋  樓下就是三猿美食廣場    吃的很方便   附近莒光路      莊敬路     生活機能便利----------------------------------------------一樓社區有閱覽室      交誼廳       室外泳池二樓有寬敞的200米跑道     兒童遊戲區      桌球室另有一活動中心~設有健身房     KYV室     電子育樂室輕食教室      多功能瑜珈教室       高爾夫球模擬室     棋藝室-----------------------------------------------PS:婉拒抽菸者以及飼養寵物敬請見諒歡迎來電預約看屋:0919-394-750 阿吉LINE ID:0919394750PS:看屋不用錢但若有成交會酌收半個月服務費歡迎蒞臨鑑賞感謝您!!!大家房屋板橋層峰加盟店(層峰地產有限公司)經紀人:侯槍敏(101)嘉縣字第00127號
附近有便利商店、傳統市場、公園綠地、學校、醫療機構。
本房屋近新埔捷運站、板橋火車站。",0919-394-750,男女皆可,Taipei,no
